freq_MHz,pri_us,pw_us,doa_deg,amp_dB,toa_us,Emitter_ID
10945.02,2970.06,24.87,175.28,-38.71,793908.21,5
10958.0,3062.84,26.97,177.0,-40.57,796878.27,5
10947.92,2859.25,24.58,181.65,-41.69,799941.11,5
10968.15,2998.32,25.81,180.23,-40.88,802800.36,5
10967.25,2920.51,22.02,178.88,-40.62,805798.68,0
10973.22,2936.03,25.17,179.54,-40.05,808719.19,5
10958.6,3002.77,23.77,177.36,-40.75,811655.22,5
10974.0,2911.5,24.93,177.56,-40.09,814657.99,5
10952.26,2980.27,23.8,176.06,-40.34,817569.49,5
10951.65,2873.93,24.7,175.44,-38.05,820549.76,5
10944.71,2914.77,24.6,182.13,-41.51,823423.7,5
10961.06,3014.2,24.72,176.42,-39.89,826338.47,5
10974.91,2916.58,26.91,179.28,-38.55,829352.67,5
10961.82,2924.34,27.17,179.21,-39.61,832269.25,0
10967.71,3007.52,26.13,176.06,-40.42,835193.58,5
8792.96,3099.02,21.17,318.47,-45.62,1040615.4,6
8744.55,2944.43,20.71,319.14,-45.77,1043714.43,6
8850.16,2985.19,19.17,319.05,-45.76,1046658.86,6
8790.44,3017.8,18.71,315.19,-45.31,1049644.05,6
8752.71,3025.65,20.97,317.75,-46.93,1052661.85,6
8837.85,3005.4,21.41,318.4,-48.09,1055687.5,6
8790.58,3001.24,19.83,317.13,-45.9,1058692.9,6
8739.99,3129.31,20.65,315.27,-47.12,1061694.14,6
8846.34,2972.16,19.48,315.78,-46.59,1064823.45,6
8768.99,2999.64,21.03,317.19,-45.44,1067795.61,6
8751.41,2968.48,20.22,317.32,-47.2,1070795.26,6
8842.22,3148.49,20.66,314.91,-48.84,1073763.73,6
8800.33,2946.38,21.02,318.1,-47.62,1076912.22,6
8743.69,3097.37,18.41,314.54,-47.55,1079858.6,6
8852.63,3002.9,19.88,314.85,-47.42,1082955.98,6
8788.31,3018.89,21.94,318.27,-45.99,1085958.87,6
8734.15,3005.57,23.48,318.19,-47.09,1088977.76,0
8870.32,2982.44,20.29,318.95,-47.96,1091983.33,6
8772.68,3062.36,21.02,316.41,-47.01,1094965.77,6
8740.51,2978.23,20.33,315.4,-47.06,1098028.13,6
9144.28,2688.92,46.41,189.37,-50.04,820793.65,7
9135.05,2721.95,46.35,192.91,-47.7,823482.57,7
9149.71,2652.46,44.58,186.82,-49.04,826204.53,7
9112.97,2668.79,45.17,185.78,-48.52,828856.99,7
9128.99,2707.92,52.26,185.6,-49.46,831525.78,0
9136.31,2661.07,47.61,191.04,-48.54,834233.7,0
9133.15,2824.61,41.81,186.76,-49.15,836894.76,0
9141.27,2719.79,49.49,188.58,-49.2,839719.37,0
9134.44,2725.19,45.14,188.19,-48.77,842439.15,7
9150.73,2574.54,46.7,188.28,-48.37,845164.34,7
9137.88,2763.58,44.32,184.36,-48.26,847738.88,7
9131.95,2608.37,45.91,188.35,-48.49,850502.47,7
9149.3,2698.65,43.84,189.4,-49.15,853110.83,7
9146.07,2646.37,44.95,189.84,-48.07,855809.48,7
9150.04,2697.91,44.75,189.63,-50.41,858455.85,7
9132.21,2774.83,46.79,188.13,-48.49,861153.76,7
9153.25,2669.54,44.89,187.72,-48.35,863928.59,7
9150.12,2768.15,48.18,185.56,-49.03,866598.13,0
9129.8,2665.86,46.26,190.5,-50.21,869366.28,7
9117.13,2703.22,51.93,188.42,-49.27,872032.14,0
11485.2,6021.43,31.95,331.24,-36.84,137843.08,0
11498.01,6229.18,31.42,328.93,-34.95,143864.51,0
11480.53,5516.46,33.38,334.74,-36.58,150093.69,0
11479.02,5897.07,28.07,332.42,-35.59,155610.15,0
11493.21,6174.74,34.3,330.7,-37.28,161507.22,0
11481.29,5449.74,30.18,332.03,-35.94,167681.96,0
11499.57,6095.47,30.42,332.4,-37.43,173131.7,0
11477.32,6193.88,29.49,330.97,-35.24,179227.18,0
11511.06,5375.04,34.38,331.31,-38.02,185421.06,0
11495.51,6102.22,35.57,329.03,-33.57,190796.1,0
11504.41,6347.95,32.12,330.67,-36.26,196898.31,0
11486.66,5499.62,32.13,334.93,-36.25,203246.26,0
11485.93,6192.67,29.96,332.78,-36.34,208745.89,0
11474.39,6154.26,34.25,334.03,-36.2,214938.55,0
11505.66,5491.28,34.64,332.94,-36.65,221092.81,0
11477.92,6006.18,32.19,334.83,-35.6,226584.09,0
11491.8,6449.68,33.47,332.62,-37.87,232590.27,0
11499.89,5388.22,34.38,334.47,-37.04,239039.95,0
11497.99,6033.96,32.03,332.61,-36.09,244428.18,0
11488.88,6197.14,32.41,336.66,-39.15,250462.13,0
10977.78,4905.81,26.26,234.84,-46.43,843407.87,0
10980.34,4781.12,25.22,235.84,-46.44,848313.68,8
10957.76,4708.14,24.92,233.91,-46.52,853094.81,8
10989.73,4909.15,26.44,235.03,-46.92,857802.95,0
10948.2,4700.47,26.29,231.77,-45.6,862712.09,0
10965.5,4867.13,28.06,231.96,-45.87,867412.57,9
10949.2,4783.5,24.49,232.51,-46.19,872279.7,8
10969.07,4749.34,29.1,229.68,-47.75,877063.2,9
10983.3,4727.84,24.87,236.83,-45.44,881812.53,8
10960.8,4816.24,28.64,233.6,-45.14,886540.37,9
10974.8,4884.6,26.15,232.24,-46.15,891356.61,0
10974.09,4768.21,26.26,231.6,-46.31,896241.22,8
10954.24,5045.32,25.15,231.5,-47.24,901009.43,0
10972.9,4776.59,24.84,233.53,-45.63,906054.74,8
10966.08,4731.74,28.96,232.9,-47.7,910831.33,9
10980.89,4713.31,29.68,232.38,-45.41,915563.07,9
10945.95,4672.22,27.84,232.86,-44.38,920276.37,0
10971.6,4809.32,28.34,234.24,-46.62,924948.6,9
10955.81,4567.93,25.53,229.85,-43.82,929757.92,0
10960.24,4730.39,24.12,231.69,-47.09,934325.84,8
10096.75,5088.2,10.37,106.42,-42.14,1705643.64,10
10087.33,4984.6,9.36,108.58,-40.98,1710731.84,10
10088.58,4864.08,9.89,108.12,-41.31,1715716.44,10
10085.07,4975.28,10.39,104.42,-40.61,1720580.52,10
10115.09,4975.38,9.27,107.28,-43.02,1725555.8,10
10121.75,5149.48,9.8,102.43,-42.06,1730531.18,10
10088.27,4755.4,10.1,106.55,-41.06,1735680.66,10
10092.37,4833.89,9.7,107.01,-41.82,1740436.06,10
10099.15,4932.63,11.08,108.56,-40.08,1745269.96,10
10091.4,4944.6,11.01,106.16,-40.64,1750202.58,10
10087.41,4902.6,9.54,105.44,-42.11,1755147.18,10
10096.02,5031.63,10.09,107.38,-41.34,1760049.79,10
10081.97,5014.09,10.46,103.14,-41.47,1765081.42,10
10081.26,4890.55,9.79,106.83,-41.52,1770095.51,10
10086.57,5038.26,10.42,105.51,-41.74,1774986.06,10
10094.99,4977.43,9.83,106.45,-39.34,1780024.31,10
10084.21,5117.46,10.69,110.37,-41.82,1785001.75,10
10088.39,4884.81,10.7,105.79,-40.46,1790119.21,10
10096.86,4924.35,10.79,107.14,-40.35,1795004.01,10
10085.13,4857.77,10.5,107.78,-40.94,1799928.37,10
11495.74,6027.24,40.24,114.54,-41.37,62268.17,0
11380.0,5924.84,41.31,113.59,-40.38,68295.4,11
11374.03,5941.15,40.22,115.18,-42.39,74220.24,11
11526.27,5853.38,37.51,112.56,-42.39,80161.39,0
11383.84,5781.62,39.5,108.52,-42.16,86014.77,11
11347.82,5672.51,41.94,113.87,-41.29,91796.38,0
11498.59,5852.49,40.4,109.99,-40.21,97468.89,0
11384.2,5832.19,40.46,112.72,-43.75,103321.39,11
11369.59,5778.18,38.38,111.74,-39.91,109153.58,0
11514.67,5791.16,41.56,115.1,-40.79,114931.76,0
11376.03,5782.29,41.81,113.09,-40.82,120722.92,0
11378.41,5981.05,39.32,114.94,-41.51,126505.21,11
11529.01,5777.34,43.91,112.7,-42.36,132486.26,0
11370.59,5820.55,41.26,113.35,-42.29,138263.59,11
11371.82,6109.07,43.89,113.18,-41.67,144084.14,0
11509.46,5929.96,38.34,111.79,-43.38,150193.21,0
11379.42,5933.91,39.43,115.45,-42.94,156123.18,11
11357.42,5884.38,42.52,115.67,-42.17,162057.08,0
11519.05,5853.57,40.06,114.07,-41.06,167941.46,0
11359.67,6031.08,43.19,111.05,-41.32,173795.03,0
