freq_MHz,pri_us,pw_us,doa_deg,amp_dB,toa_us,Emitter_ID
11286.06,3787.53,45.2,213.37,-66.83,74295167011.05,1
11617.87,4852.86,37.82,122.47,-39.36,74295167187.24,3
9863.07,3131.73,11.93,331.65,-78.92,74295167382.01,10
10891.94,5064.53,17.1,204.16,-74.56,74295167688.98,6
10525.42,2772.32,13.53,329.06,-47.67,74295167745.13,8
9457.25,2319.61,15.74,51.12,-44.47,74295168836.3,5
10181.85,3342.86,13.61,157.03,-63.22,74295169665.4,4
9764.27,3131.19,11.79,331.71,-78.71,74295170513.73,10
10525.79,2797.13,13.49,329.43,-48.34,74295170517.45,8
8366.84,4511.88,36.94,290.14,-72.94,74295170677.4,9
11285.68,3776.85,45.15,213.63,-66.43,74295170798.58,1
8684.28,4234.47,37.61,99.57,-62.58,74295170800.35,2
9457.49,2364.97,15.82,51.01,-45.69,74295171155.92,5
11617.7,4992.2,37.74,122.67,-39.35,74295172040.1,3
9074.75,5628.17,47.36,190.23,-52.68,74295172373.23,7
10891.43,5161.85,17.11,204.15,-75.31,74295172753.5,6
10180.86,3386.81,13.69,157.43,-63.96,74295173008.26,4
10525.86,2899.69,13.4,329.21,-48.09,74295173314.58,8
9458.06,2320.18,15.83,51.31,-45.57,74295173520.89,5
9862.63,3075.56,11.86,331.59,-79.52,74295173644.92,10
11286.41,3714.12,45.21,213.42,-67.15,74295174575.42,1
8784.74,4143.09,37.56,99.68,-63.24,74295175034.82,2
8366.88,4484.93,36.95,290.15,-73.03,74295175189.29,9
9456.7,2315.59,15.75,51.15,-45.46,74295175841.07,5
10526.18,2650.6,13.46,329.38,-48.02,74295176214.26,8
10180.74,3427.65,13.66,157.51,-63.04,74295176395.07,4
9763.4,3090.84,11.87,331.84,-79.67,74295176720.48,10
11617.24,4882.28,37.77,122.53,-41.13,74295177032.3,3
10891.52,5324.98,17.09,203.88,-75.07,74295177915.36,6
9075.99,5645.16,47.24,190.25,-53.36,74295178001.4,7
9458.39,2292.41,15.67,51.38,-45.76,74295178156.66,5
11285.4,3725.72,45.23,213.75,-67.81,74295178289.54,1
10525.75,2700.08,13.53,329.15,-47.56,74295178864.86,8
8784.88,4220.32,37.48,99.65,-62.31,74295179177.91,2
8366.89,4477.69,37.07,290.1,-73.57,74295179674.22,9
9863.63,3133.87,11.88,331.81,-79.51,74295179811.32,10
10181.1,3399.06,13.6,157.25,-62.96,74295179822.71,4
9457.0,2305.91,15.83,51.4,-45.27,74295180449.06,5
10525.03,2779.88,13.41,329.36,-47.98,74295181564.94,8
11617.27,4929.71,37.73,122.63,-39.75,74295181914.59,3
11286.49,3745.08,45.3,213.53,-66.68,74295182015.26,1
9456.8,2311.71,15.85,51.38,-45.8,74295182754.97,5
9863.24,3126.28,11.9,331.03,-78.9,74295182945.2,10
10181.04,3417.84,13.67,157.14,-62.99,74295183221.77,4
10891.38,5486.32,17.01,203.94,-75.07,74295183240.33,6
8784.83,4259.81,37.54,99.6,-62.46,74295183398.24,2
9075.11,5652.8,47.34,190.22,-53.48,74295183646.56,7
8366.74,4599.9,36.95,290.13,-73.52,74295184151.91,9
10524.31,2809.25,13.58,329.3,-49.04,74295184344.81,8
9457.7,2329.24,15.85,51.05,-45.02,74295185066.68,5
11286.33,3702.49,45.3,213.1,-68.17,74295185760.34,1
9762.89,3074.75,11.9,331.82,-79.24,74295186071.48,10
10181.87,3429.0,13.67,156.94,-63.78,74295186639.61,4
11617.35,4932.81,37.8,122.27,-39.47,74295186844.29,3
10524.98,2875.67,13.6,329.37,-48.25,74295187154.07,8
9458.1,2303.82,15.8,51.18,-45.86,74295187395.92,5
8784.53,4061.06,37.55,100.04,-62.53,74295187658.04,2
10891.67,5009.25,17.05,204.39,-74.81,74295188726.65,6
8366.48,4516.74,37.09,290.16,-73.18,74295188751.8,9
9763.91,3101.35,11.82,331.51,-79.83,74295189146.22,10
9074.34,5669.87,47.28,190.08,-52.99,74295189299.36,7
11285.78,3741.29,45.31,213.72,-67.25,74295189462.83,1
9458.41,2312.24,15.84,51.16,-43.69,74295189699.75,5
10525.43,2580.67,13.44,329.29,-47.72,74295190029.74,8
10180.57,3394.08,13.69,157.79,-63.04,74295190068.62,4
8684.63,4217.99,37.52,99.6,-63.13,74295191719.1,2
11617.63,4883.64,37.8,122.35,-39.94,74295191777.1,3
9458.13,2330.23,15.79,51.12,-44.84,74295192011.99,5
9763.29,3074.2,11.9,331.59,-78.98,74295192247.58,10
10525.1,2688.74,13.54,329.11,-48.08,74295192610.41,8
11285.96,3787.41,45.27,213.38,-66.82,74295193204.12,1
8366.47,4588.82,37.06,290.24,-72.9,74295193268.54,9
10181.14,3413.13,13.65,157.26,-64.52,74295193462.69,4
10891.75,5117.87,17.15,204.29,-74.56,74295193735.9,6
9457.49,2283.77,15.77,50.98,-44.79,74295194342.22,5
9074.63,5608.08,47.35,189.58,-53.55,74295194969.23,7
10524.7,2747.06,13.56,329.34,-47.88,74295195299.14,8
9762.88,3112.01,11.84,331.69,-78.6,74295195321.78,10
8683.92,4179.06,37.57,99.81,-62.55,74295195937.1,2
9457.94,2316.32,15.75,51.44,-46.16,74295196625.99,5
11617.52,4962.61,37.86,122.45,-39.96,74295196660.74,3
10180.9,3439.35,13.71,157.27,-63.55,74295196875.83,4
11286.05,3764.16,45.16,213.4,-67.21,74295196991.53,1
8366.71,4529.36,36.93,289.81,-73.89,74295197857.36,9
10525.4,2812.63,13.5,329.46,-47.92,74295198046.2,8
9763.16,3065.3,11.84,331.44,-79.34,74295198433.79,10
10891.2,5414.65,17.04,204.38,-74.65,74295198853.77,6
9457.39,2328.18,15.74,51.27,-45.34,74295198942.31,5
8733.64,4162.53,37.6,99.61,-63.27,74295200116.16,2
10180.01,3340.67,13.6,157.58,-63.81,74295200315.18,4
9075.11,5605.06,47.38,190.12,-52.32,74295200577.31,7
11286.53,3778.86,45.31,213.36,-67.13,74295200755.7,1
10525.36,2969.66,13.51,329.56,-48.48,74295200858.84,8
9458.35,2269.32,15.79,51.22,-44.53,74295201270.49,5
9862.87,3024.15,11.84,331.61,-79.09,74295201499.1,10
11617.72,4963.22,37.81,122.72,-39.99,74295201623.36,3
8366.86,4503.54,36.95,289.88,-72.39,74295202386.73,9
9457.86,2306.11,15.85,51.15,-45.5,74295203539.82,5
10181.48,3433.17,13.65,157.2,-63.09,74295203655.86,4
10524.47,2632.95,13.5,329.38,-47.58,74295203828.49,8
10890.08,5524.09,17.08,204.35,-74.18,74295204268.42,6
8784.17,4170.74,37.61,100.02,-62.14,74295204278.69,2
9763.54,3078.68,11.8,331.57,-78.95,74295204523.25,10
11286.27,3802.76,45.16,213.34,-67.52,74295204534.56,1
9457.58,2321.68,15.85,51.19,-45.69,74295205845.93,5
9073.94,5589.54,47.37,190.33,-52.6,74295206182.37,7
10525.56,2707.15,13.45,328.99,-47.82,74295206461.44,8
11618.51,5025.41,37.76,122.26,-38.98,74295206586.57,3
8366.85,4463.76,36.94,290.17,-72.46,74295206890.27,9
10181.43,3349.09,13.62,157.34,-62.84,74295207089.02,4
9762.84,3120.85,11.92,331.59,-79.33,74295207601.93,10
9458.02,2300.33,15.78,50.82,-44.31,74295208167.61,5
11286.45,3795.32,45.25,213.14,-68.41,74295208337.32,1
8785.51,4185.44,37.65,99.8,-62.81,74295208449.43,2
10525.67,2759.27,13.41,329.32,-48.27,74295209168.59,8
10891.54,5133.56,17.15,203.78,-73.85,74295209792.51,6
10180.66,3443.69,13.74,157.44,-63.88,74295210438.11,4
9457.61,2324.98,15.76,51.28,-43.79,74295210467.94,5
9763.2,3070.08,11.88,331.86,-78.71,74295210722.77,10
8366.96,4469.32,36.95,290.21,-72.41,74295211354.03,9
11618.67,4883.97,37.79,122.3,-40.2,74295211611.98,3
9074.3,5694.58,47.37,189.77,-53.7,74295211771.91,7
10525.16,2798.62,13.53,329.31,-48.13,74295211927.86,8
11286.12,3756.48,45.24,213.78,-67.4,74295212132.64,1
8784.2,4156.04,37.56,99.79,-61.81,74295212634.87,2
9457.3,2264.98,15.8,51.43,-45.61,74295212792.93,5
9763.74,3084.2,11.9,331.79,-78.76,74295213792.86,10
10181.07,3309.84,13.61,157.22,-63.19,74295213881.81,4
10525.49,2879.79,13.62,329.09,-48.46,74295214726.48,8
10890.39,5177.93,17.04,204.64,-74.86,74295214926.08,6
9457.68,2305.99,15.75,51.25,-44.74,74295215057.9,5
8366.66,4531.59,36.98,290.04,-73.75,74295215823.35,9
11285.09,3786.84,45.29,213.63,-66.82,74295215889.13,1
11617.75,4875.06,37.73,122.8,-40.23,74295216495.95,3
8785.03,4203.27,37.67,99.94,-62.84,74295216790.91,2
9763.46,3126.13,11.86,331.87,-79.27,74295216877.06,10
10181.26,3415.09,13.74,157.46,-64.35,74295217191.64,4
9458.7,2314.18,15.83,51.31,-44.8,74295217363.89,5
9074.8,5620.88,47.32,190.25,-52.84,74295217466.49,7
10525.23,2642.25,13.54,329.15,-48.37,74295217606.27,8
11286.71,3752.61,45.19,213.4,-68.18,74295219675.97,1
9457.57,2330.15,15.78,51.01,-45.3,74295219678.08,5
9763.87,3080.06,11.81,331.55,-79.19,74295220003.19,10
10891.87,5301.12,16.98,204.02,-75.03,74295220104.01,6
10524.64,2688.92,13.46,329.45,-48.85,74295220248.52,8
8367.96,4529.39,36.89,290.37,-73.07,74295220354.94,9
10180.97,3379.23,13.64,157.51,-63.55,74295220606.73,4
8734.42,4217.92,37.52,99.9,-62.96,74295220994.19,2
11617.58,4961.38,37.75,122.57,-40.85,74295221371.0,3
9456.76,2348.12,15.8,51.31,-45.91,74295222008.23,5
10525.9,2744.81,13.42,329.46,-48.72,74295222937.44,8
9813.36,3070.44,11.87,331.93,-78.83,74295223083.26,10
9074.7,5581.57,47.33,189.74,-52.5,74295223087.36,7
11285.85,3819.27,45.23,213.24,-67.68,74295223428.59,1
10181.03,3409.36,13.65,157.22,-63.88,74295223985.96,4
9458.45,2337.21,15.74,51.06,-45.6,74295224356.35,5
8366.38,4491.09,37.04,290.08,-73.31,74295224884.33,9
8784.5,4208.05,37.59,99.8,-62.96,74295225212.11,2
10891.12,5455.95,17.15,204.26,-74.87,74295225405.13,6
10525.72,2813.9,13.51,328.83,-49.34,74295225682.25,8
9863.03,3075.1,11.9,331.52,-78.87,74295226153.69,10
11618.58,4925.4,37.83,122.47,-39.46,74295226332.39,3
9458.25,2330.28,15.92,51.16,-46.06,74295226693.56,5
11287.24,3774.58,45.21,213.85,-67.1,74295227247.86,1
10180.74,3426.39,13.71,157.2,-64.3,74295227395.32,4
10526.47,2910.87,13.5,328.91,-48.51,74295228496.15,8
9074.74,5655.44,47.32,189.67,-53.76,74295228668.93,7
9456.86,2333.01,15.84,51.21,-44.52,74295229023.84,5
9814.54,3046.7,11.87,331.52,-79.87,74295229228.79,10
8366.16,4560.01,36.96,289.79,-74.41,74295229375.42,9
8734.83,4176.53,37.59,99.47,-63.22,74295229420.16,2
10180.64,3403.95,13.6,157.1,-64.11,74295230821.71,4
10891.31,5047.22,17.08,204.01,-74.98,74295230861.08,6
11286.05,3801.36,45.3,213.35,-68.11,74295231022.44,1
11617.63,4938.33,37.83,122.54,-40.91,74295231257.79,3
9456.86,2318.01,15.81,51.12,-45.74,74295231356.85,5
10525.98,2590.58,13.54,329.25,-48.24,74295231407.02,8
9812.48,3091.52,11.88,331.45,-78.91,74295232275.49,10
8734.52,4177.06,37.43,100.03,-64.18,74295233596.69,2
9457.18,2304.96,15.83,50.89,-44.9,74295233674.85,5
8366.55,4463.3,36.92,290.25,-72.15,74295233935.43,9
10524.83,2654.66,13.52,329.27,-48.27,74295233997.61,8
10181.2,3405.12,13.66,157.29,-64.2,74295234225.66,4
9074.32,5615.94,47.35,189.64,-52.47,74295234324.37,7
11286.77,3749.02,45.26,213.39,-67.55,74295234823.8,1
9814.15,3067.57,11.88,331.53,-79.91,74295235367.01,10
10890.99,5282.6,17.1,204.31,-74.52,74295235908.3,6
9457.47,2320.5,15.79,51.27,-45.57,74295235979.82,5
11617.71,4876.32,37.79,122.18,-40.79,74295236196.12,3
10525.63,2704.87,13.55,329.5,-48.49,74295236652.27,8
10180.72,3461.81,13.73,157.41,-64.01,74295237630.78,4
8784.31,4244.8,37.67,99.8,-62.97,74295237773.75,2
9457.8,2259.41,15.75,51.31,-45.54,74295238300.31,5
8365.54,4497.52,36.96,290.22,-74.07,74295238398.73,9
9763.84,3036.09,11.93,332.02,-78.29,74295238434.58,10
11285.96,3799.45,45.25,213.98,-67.12,74295238572.81,1
10524.48,2843.33,13.53,329.13,-49.05,74295239357.13,8
9075.09,5607.94,47.26,190.15,-52.87,74295239940.31,7
9458.17,2280.39,15.81,51.2,-45.27,74295240559.73,5
11617.74,4959.47,37.78,122.32,-40.69,74295241072.45,3
10180.77,3434.92,13.66,157.43,-63.89,74295241092.59,4
10891.28,5411.21,17.08,203.94,-74.76,74295241190.9,6
9863.44,3107.74,11.88,331.73,-80.09,74295241470.67,10
8784.39,4138.48,37.56,99.8,-62.92,74295242018.55,2
10524.96,2921.2,13.52,329.3,-47.51,74295242200.47,8
11287.11,3700.62,45.22,213.36,-65.95,74295242372.27,1
9457.51,2317.74,15.84,51.16,-45.18,74295242840.12,5
8365.81,4561.2,37.04,289.79,-72.15,74295242896.26,9
10181.09,3386.0,13.7,157.26,-63.75,74295244527.51,4
9763.36,3064.41,11.77,332.0,-79.2,74295244578.41,10
10525.85,2651.08,13.53,329.15,-48.5,74295245121.67,8
9457.58,2333.1,15.74,50.93,-45.12,74295245157.86,5
9075.2,5624.53,47.4,190.08,-52.78,74295245548.25,7
11617.98,4997.08,37.83,122.27,-39.56,74295246031.92,3
11287.28,3759.32,45.23,213.46,-66.74,74295246072.89,1
8734.94,4216.97,37.62,99.22,-62.81,74295246157.02,2
10892.2,5522.78,17.04,204.0,-74.42,74295246602.11,6
8366.14,4542.96,37.03,290.32,-72.92,74295247457.45,9
9458.93,2303.24,15.82,51.14,-45.84,74295247490.95,5
9813.21,3067.57,11.89,331.48,-79.49,74295247642.81,10
10525.45,2710.75,13.46,329.33,-47.98,74295247772.75,8
10180.75,3438.47,13.66,157.13,-63.53,74295247913.5,4
9458.26,2344.7,15.82,51.04,-45.31,74295249794.19,5
11286.49,3834.88,45.28,213.81,-67.1,74295249832.21,1
8684.08,4225.92,37.59,99.67,-62.02,74295250373.99,2
10524.86,2774.93,13.51,329.29,-48.58,74295250483.5,8
9813.92,3060.68,11.84,331.84,-79.32,74295250710.38,10
11617.67,4965.2,37.72,122.67,-40.54,74295251029.0,3
9073.92,5558.48,47.38,189.97,-52.11,74295251172.78,7
10181.56,3386.27,13.7,157.46,-63.79,74295251351.97,4
8367.52,4520.83,36.96,290.05,-74.01,74295252000.41,9
10891.08,5015.83,17.17,203.99,-74.47,74295252124.89,6
9457.28,2354.05,15.79,51.4,-45.09,74295252138.89,5
10525.23,2834.25,13.49,329.23,-49.07,74295253258.44,8
11286.68,3747.72,45.34,213.43,-66.85,74295253667.09,1
9863.12,3081.95,11.91,331.99,-79.17,74295253771.06,10
9458.11,2316.22,15.82,50.86,-45.55,74295254492.94,5
8784.91,4142.22,37.52,99.91,-63.19,74295254599.91,2
10181.22,3401.2,13.59,157.35,-63.12,74295254738.24,4
11617.83,4867.69,37.71,122.07,-39.54,74295255994.2,3
10525.26,2914.61,13.55,329.1,-48.56,74295256092.68,8
8366.76,4468.86,36.97,290.33,-73.86,74295256521.24,9
9074.51,5580.95,47.33,189.82,-52.27,74295256731.26,7
9458.53,2306.67,15.77,51.05,-45.35,74295256809.16,5
9862.93,3054.82,11.84,331.8,-78.93,74295256853.01,10
10891.03,5209.72,17.0,204.17,-75.04,74295257140.72,6
11285.23,3723.41,45.33,213.49,-66.3,74295257414.81,1
10181.18,3429.69,13.66,157.23,-63.41,74295258139.45,4
8734.1,4207.84,37.54,99.67,-63.74,74295258742.13,2
10524.65,2599.04,13.49,329.44,-48.98,74295259007.29,8
9458.37,2327.86,15.77,51.23,-45.87,74295259115.82,5
9863.34,3062.89,11.84,331.75,-79.17,74295259907.83,10
11618.02,4888.93,37.85,123.0,-40.73,74295260861.9,3
8367.04,4490.97,36.98,289.91,-73.88,74295260990.1,9
11286.15,3786.03,45.23,213.53,-66.87,74295261138.22,1
9456.59,2324.57,15.85,51.41,-45.2,74295261443.68,5
10181.19,3406.8,13.66,157.17,-63.64,74295261569.14,4
10525.62,2686.09,13.5,329.39,-48.15,74295261606.33,8
9075.28,5665.55,47.43,189.87,-52.78,74295262312.21,7
10890.42,5334.47,17.07,204.08,-74.08,74295262350.44,6
8684.38,4169.35,37.55,99.61,-63.03,74295262949.97,2
9763.88,3093.84,11.84,331.58,-79.91,74295262970.72,10
9457.21,2366.45,15.84,51.05,-45.0,74295263768.25,5
10525.89,2749.76,13.5,329.23,-48.22,74295264292.43,8
11287.16,3717.64,45.24,213.6,-67.62,74295264924.25,1
